,0
171,3.401584102433123
172,3.4071593047276787
173,-0.407806794697639
174,1.922478383692984
175,-0.991668064260402
176,-0.7031744091073292
177,-0.2983680764006198
178,-0.3861138712768145
179,-0.9120124574402722
180,1.6121738490041937
181,3.16360768121517
182,-0.5483449487565392
183,2.6899270590725237
184,-0.18604932182430609
185,-0.9052985096916486
186,0.9499962545267864
187,2.2452678699691293
188,-0.1748375862880144
189,-0.7319045012501978
190,-0.39750010250059664
191,3.9762845326389815
192,-0.05675204923199121
193,2.4102569327217997
194,1.0330999934474945
195,-0.26755737012368985
196,-0.4131054694814018
197,-0.3454692915932168
198,-0.214865906871242
199,2.0258194618156926
200,0.033984341329224885
201,0.4813347871559539
202,1.370280629832896
203,-1.6004679081573454
204,1.9667036880535984
205,0.4443259201736197
206,-0.5706811370515499
207,0.8878347500234477
208,0.4212594539300079
209,1.2208153356291165
210,0.26569834504879875
211,0.9083862266900083
212,-0.6046409683777438
213,2.333964331014849
214,-2.211462881402426
215,-2.8101120261836745
216,2.1052101447179097
217,-4.2692058066754415
218,0.5759412641745817
219,2.436304320724814
220,-1.254122810809717
221,0.5128382953699743
222,1.0901777867738038
223,0.5112405820207583
224,0.7619930475889027
225,1.6026288074144472
226,-2.3515808882528266
227,0.20900555011039648
228,-0.9503633645142556
229,0.03950152976031025
230,1.3794429041010006
231,0.5309718419989792
232,-1.8841000071472052
233,-2.067968283795248
234,0.8629701015067969
235,-3.2150462231221346
236,0.835695755507491
237,-0.3348074327148328
238,0.2938637238200654
239,0.8832195651617658
240,-0.4678281847071589
241,-0.7572167050761214
242,0.43728601004575424
243,-2.254554490808725
244,-0.29328211060116666
245,0.4883655068115008
246,0.09042372989517064
247,1.85995035323146
248,1.9866688478808303
249,-0.26129104074168263
250,0.03353307503252108
251,-1.799888801228347
252,-1.6244680200988533
253,-2.458858495919808
254,-1.4327246643974112
255,0.08658304123156545
256,0.5750002744702274
257,2.42171253478624
258,0.6902198741035439
259,0.5750201020945428
260,-0.4500367065261918
261,0.6915147044881733
262,0.6594100611337474
263,-2.397252918060909
264,0.740553827652783
265,1.1763099057459407
266,2.096595784989705
267,0.5843505329467091
268,0.6275584035323636
269,-1.151283311921458
270,0.3762834872954412
271,0.35482642395026937
272,3.2157881504920107
273,0.7029470678403086
274,-0.7352968387923976
275,2.373376478967094
276,0.4541263123363587
277,1.1450902943266432
278,-0.868541269392002
279,-1.2186507213111435
280,0.8287792058571586
281,1.5552751198339352
282,1.3413096046457496
283,0.90460318842278
284,-1.3908227817321868
285,0.9089519424362557
286,-1.1560850311471338
287,-2.1126897781296914
288,0.8679770253582906
289,3.8876250444942873
290,0.8875688400201327
291,-2.5273217698691197
292,-0.8918523702417204
293,2.4171015726692415
294,-1.7643693636615017
295,0.7277509926331922
296,0.02440258109616693
297,-1.590425043115836
298,-3.880976723758645
299,-0.749185080782522
300,-2.275309192268976
301,1.5008047972387666
302,-0.9188760656387696
303,1.212444430747424
304,-1.4831364614196751
305,0.3300211492871755
306,-0.5484664447335429
307,-0.3252023178183485
308,1.8507875704520425
309,0.37125589197367054
310,2.0145386137542287
311,-0.7097504214862541
312,1.1991837775815144
313,1.5103300013622871
314,1.7888825500573664
315,-1.7077268051591763
316,0.7832234968899555
317,1.5727256101575118
318,0.18269478223122101
319,1.1433357057569935
320,0.00602575989442728
321,-0.7364833200407244
322,0.5257441189715415
323,-0.3925333732014263
324,-1.272728761720494
325,-0.4545649561222973
326,0.9802314258275652
327,2.087423642456693
328,0.07759154926023586
329,0.416738565785836
330,-2.1255434791350325
331,-0.8104327513388249
332,-0.3738945158302884
333,-0.436971349028541
334,-0.2717630408073801
335,1.2415724017953176
336,-0.226279819003652
337,-1.5983648797999417
338,-0.055976210845759794
339,-1.2715966484472578
340,0.5845537545310124
341,-1.5473872804040778
342,1.4533281635071842
343,-0.4778973483048726
344,-0.4738371015793584
345,-3.0022172630225703
346,0.1570306649275418
347,0.4305356019121821
348,-0.9811932572898521
349,1.7140259935514677
350,0.6312351490036074
351,0.2757456630575316
352,0.3132446349972061
353,1.7903628918851882
354,3.4812061781725854
355,-0.0484201712801858
356,-1.0414140326944588
357,0.3971446725182626
358,1.8306668128239751
359,0.233269170247432
360,0.3814991944784858
361,-0.16675109621294154
362,1.1673340017330294
363,-2.6867344409662395
364,-1.389329061189895
365,-0.4058010480608683
366,-0.01233413782656257
367,-1.5148712009032066
368,-1.0312809580925402
369,0.4980759778742365
370,-0.20775010240795946
371,-1.1536428486898629
372,-0.19147600294004435
373,-1.4800533770047255
374,-0.7810164355643541
375,0.9041286704687193
376,2.2852386538440563
377,1.2515584900283756
378,-0.33807044176716644
379,-1.1542589822798852
380,2.8887762793943152
381,-2.451969160144134
382,0.2334006734551593
383,0.6782862509074442
384,-0.3260280234026429
385,-0.9527112066524204
386,1.3975795995571283
387,1.322811319946704
388,-0.3956487704817673
389,0.40794758326082897
390,-0.037022047369743065
391,-0.7370357215160169
392,0.7370357215160108
393,0.6826494215666871
394,-0.7443631177853325
395,0.9647720360929732
396,-2.401404670455108
397,2.1871453218406978
398,0.40975998020303095
399,-0.581513296737708
400,0.030693792194767613
401,0.1594247190519426
402,0.7326196354178001
403,0.775573165052942
404,0.5537415410826357
405,-0.9650225502987182
406,1.2467537009434004
407,0.6146117558114759
408,0.8175938976245735
409,-0.8533060954070489
410,0.4348922095204826
411,0.42709951914671457
412,0.4606551313267545
413,-0.9888539669972941
414,0.3860319429870792
415,-1.8788153990869758
416,0.9916798664294572
417,0.2747128012301147
418,1.2211372894575498
419,-1.2628890385771383
420,0.4346272017938842
421,0.035622070601873466
422,1.5088387761484354
423,-0.2694436285309353
424,2.519456025030611
425,-0.04002937630864895
426,0.22289511152030228
427,0.7451015927956532
428,-0.17581067609309728
429,0.16450342120690914
430,-0.0567041244142246
431,-0.3521989729260959
432,0.8668850602809041
433,-0.20897114922487345
434,0.7098127661583553
435,0.6824647471970376
436,-0.6039304109353348
437,0.08411494335968167
438,-0.5845254505616017
439,0.556507444612093
440,-1.4170371071212484
441,0.4085270908166343
442,1.2100846206459772
443,-2.023133277029101
444,0.6317033932129761
445,-1.7626825281354237
446,0.2767414165050086
447,-1.7013653680149354
448,-1.8382073447460792
449,-1.775362872750366
450,0.9427671743159746
451,-1.4236164856747786
452,1.1767211638019828
453,-1.0425701425950156
454,-2.6549997729942336
455,1.2065611302090071
456,-0.8318365279399652
457,0.8256430268217744
458,0.11124190038536587
459,-0.5759515322271969
460,2.0837058063647342
461,-0.5428679514672885
462,0.34190511554908715
463,-0.2074359564067279
464,0.5664400167537477
465,-0.8477998694270664
466,0.7566570457020668
467,0.0
468,1.2324644586927846
469,-1.8544751850464958
470,-0.07984041651961414
471,1.5723585985455166
472,0.6449097879991446
473,-1.0326182685460572
474,2.3931203914672103
475,1.861318576043178
476,0.4063764932145787
477,0.957164795775744
478,-0.4313386066446355
479,-2.108385562256168
480,-0.10011445207643901
481,-1.7954213299866495
482,-0.8131339763757794
483,0.8970822814096009
484,0.7464174291587401
485,0.05355738699103047
486,0.6164703241774137
487,-1.3505163769451105
488,-0.7394935435690129
489,-1.5016728921495432
490,-0.9354778440743491
491,0.3456575258243802
492,0.006171260002060034
493,0.9504989973543672
494,1.2554158027504183
495,0.810352634204746
496,-0.7079458116222554
497,-1.7308184056870783
498,-2.9088405262920194
499,-1.2693946526206286
500,1.016826185532289
501,-1.3879677876570409
502,-2.112159543088225
503,1.3139995144428815
504,0.11626693432777095
505,1.4737329405325277
506,0.13980249826668584
507,0.22845931819324256
508,1.6716152485368057
509,-0.006242026889668526
510,0.2489575802213816
511,-1.635906015542163
512,-1.0801495265293508
513,1.0801495265293442
514,0.9935094995669076
515,0.3435461143610309
516,-0.9334230395466276
517,-1.6052097377511862
518,-1.1644421447741509
519,0.6321688031060142
520,1.2015774505029309
521,-0.12714575375622975
522,1.4838765867709174
523,0.456482234705782
524,-0.519209112699078
525,-1.7779987998045077
526,-0.134175719122255
527,0.789570943279403
528,-0.8407044882088169
529,1.90060363951006
530,0.3132830844186873
531,0.1937338897220672
532,1.0002245542368962
533,-0.01862789023840975
534,-0.2795434233806241
535,-0.5802622716312201
536,0.13755917236475526
537,1.0999940093305165
538,0.3639524928745995
539,0.11693672596236232
540,2.19616275941525
541,-0.11438550298620655
542,0.2166307801680084
543,-0.5605944317161297
544,0.31984828019289263
545,-0.04216218107406751
546,-0.02410176169167049
547,1.418849276795349
548,0.970186916130244
549,-0.07657096952259773
550,0.06480749314527895
551,0.2352333135956931
552,-1.187713124244027
553,0.08913995811627691
554,-0.21997067426257352
555,-0.7347931729725974
556,0.3949222766448221
557,-0.3769193293838217
558,0.047911447290240064
559,1.5282215532508958
560,-0.9963327177221694
561,-1.7253879497422293
562,-0.14564904464081854
563,-0.7619989880405246
564,0.840922545790198
565,1.3261147485974518
566,1.2910487003217808
567,0.7655149629001787
568,-0.19376116292681733
569,0.7786621300647094
570,0.14568060238946645
571,1.9035079518299345
572,1.0232111828728985
573,-0.31723672554301097
574,-0.4890950698623798
575,0.31306102860038243
576,-0.2332774125096417
577,0.12524943098305028
578,-1.6579601410061466
579,-1.5271898708419624
580,0.8422508005451933
581,-1.3309585592288384
582,0.18868400100657431
583,-0.3777436249681155
584,1.8514520668899044
585,0.11605731097647418
586,-0.0754068495256555
587,0.0231955911732385
588,0.20865263265116812
589,-0.4816833943432575
590,1.529809139979111
591,-0.33856343329019595
592,0.040225074249778336
593,0.6415059815871632
594,0.1825448574946202
595,1.358474136365552
596,0.01686258468865277
597,0.25904128022069545
598,-0.09000689541058388
599,0.8184820332196481
600,0.3678153472617357
601,-0.09463831380872427
602,0.2669072315025133
603,-0.1834217254528401
604,0.2000891008592488
605,-1.5160789099378484
606,1.3827277125332005
607,0.6262913213335181
608,1.1917519662705838
609,0.4412333153979439
610,0.03258967527508951
611,0.4229565406291016
612,1.6474236443795327
613,-0.9035252579713504
614,-0.4899251315993427
615,-0.10801609032268587
616,1.4588699362342086
617,-2.0005924638742094
618,0.5579295937217761
619,-0.6992751159392621
620,-0.1415276240754718
621,-1.575796234513509
622,1.199213797949716
623,2.79843480786127
624,-0.3142615314260158
625,-1.9823840203155765
626,1.5333332594392723
627,-2.9193889760509317
628,-0.4922047531260866
629,-0.8965595403638952
630,-0.03913725190570108
631,-0.8203765916708801
632,-2.6644063705240604
633,2.4780146214494163
634,0.5243204873485243
635,1.3072321329129115
636,-1.8767562447570687
637,1.8101148986731117
638,1.8106884611630287
639,0.30496524806973696
640,1.3019175168495445
641,-0.1289037535459105
642,0.4771457298713129
643,1.6023271304124496
644,0.4411335326845605
645,-0.2938639349159054
646,-0.2262530911849961
647,0.6091801781187484
648,-0.15194121517985584
649,0.5699276916939799
650,0.04170171806043066
651,-0.8899367608693922
652,0.03155256430891331
653,-0.1367640845496295
654,-0.026305481052126368
655,-0.15283204675782613
656,-0.23755078124292045
657,0.2955479355067729
658,-0.08435766302937107
659,0.25286931798789003
660,-0.6386497723015564
661,-0.1801748648301157
662,0.2603926635745193
663,-0.11152028050510836
664,1.051826117517563
665,0.398813539496178
666,0.5223392224177449
667,1.806976150716848
668,0.5968068393832171
669,0.13722730865902324
670,-2.5149887653294174
671,0.7989020321584925
672,-2.4689940192105246
673,-1.7523880132653264
674,-1.2091606602842089
675,0.9339169519716959
676,3.4944039265655316
677,0.8678007133055174
678,0.5983772430337769
679,0.5436520558298917
680,0.19929446088297026
681,-0.2248500737006325
682,0.3778733339879736
683,-0.24496805580219197
684,-0.9652204490477122
685,0.2987705877681449
686,-3.172044333265197
687,-2.0436725137798217
688,1.4792513757476755
689,1.5839641857966598
690,-1.5465657955840832
691,-1.2244315529692942
692,-0.07569835038635679
693,-2.574346819415081
694,-0.9701233980774364
695,-0.7084348635427582
696,-0.9068671467760322
697,0.861714599831422
698,2.7229764301310166
699,-0.8551090315046633
700,-0.038801870851694696
701,-2.202341988657764
702,-1.9683356795539035
703,1.6846590245238806
704,-2.0551852356616784
705,1.7706369040313539
706,2.6707433175947584
707,-0.8133378541339595
708,1.1069776557783462
709,1.4607591854781972
710,-0.6618186213098475
711,1.2759637087670377
712,1.6603866158257905
713,1.1287028442107307
714,-0.41183301370014797
715,0.5382066210831152
716,-0.7129997715154203
717,0.2329551225660141
718,1.2611142373988309
719,-0.6285688418433266
720,0.9986534135846846
721,-0.2604658193675241
722,0.5634809369239917
723,-1.261831235394491
724,1.0482997431812957
725,-0.2715081175158644
726,-0.8400326951131024
727,0.21593288908878194
728,-1.6818058227449175
729,0.5442438961284446
730,-2.8169208761386435
731,0.8013233353417294
732,3.0847243110259814
733,-0.3216466310506517
734,1.3430033562048354
735,-0.6954765469259978
736,0.9141285474000984
737,-1.2294617373289258
738,1.6497346694003212
739,-0.6076500479693139
740,-0.35485913239975736
741,-2.075983248394413
742,-0.05872290536638304
743,0.4369605270943202
744,1.5617217584437757
745,-1.6095895658276782
746,2.2410341841315984
747,-0.3543769123917047
748,0.26068011388558804
749,0.17686738064840696
750,0.0883458935710168
751,1.2027528694737273
752,0.3840819909113289
753,-0.030678406391084087
754,1.0882505547367889
755,1.6950477543109348
756,-0.4435391825106858
757,-1.4388150478219723
758,0.3793034252820999
759,-0.6380626208860344
760,0.7490655055394075
761,0.4979593185102712
762,-0.6644815855587816
763,-0.7452460271121796
764,0.4923720357039856
765,0.5403268151480776
766,-1.0836051759746659
767,0.5635419120454008
768,0.8920575732584259
769,-1.0136351428515604
770,-0.5285404796062876
771,0.5792063025228483
772,1.5632795764441116
773,0.6115948553894403
774,-0.5966469612366876
775,0.4478066869887558
776,0.5890370478356104
777,0.17260003258903645
778,0.8291956363867756
779,0.3609185076853295
780,-0.1559163838599271
781,-0.0634125997098052
782,1.3810230203140128
783,-0.6857042209449506
784,1.2901916521164272
785,0.03359871692720258
