,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,563.0,16.38479995727539,2.361149787902832,0.0,7.20328950881958,17.873271942138672,10.331377983093262,17.676246643066406,9.944859504699707,13.418696403503418,3.36054801940918,4.333893775939941,0.0,11.622576713562012,14.848082542419435,17.36513900756836,16.008358001708984,5.028542995452881,17.022844314575195,14.72413444519043,6.998121738433838
1,564.0,16.601499557495114,5.25533390045166,0.0,5.740330696105957,14.769448280334473,7.345889568328857,17.012569427490234,12.197805404663086,16.651542663574222,7.379048347473144,10.279839515686037,0.0,15.307499885559082,26.58631706237793,16.223272323608402,10.980363845825195,0.2947353720664978,15.32266616821289,6.407382488250732,12.055438041687012
2,565.0,5.619303226470947,0.5441709160804749,1.51727557182312,7.244446277618407,12.927508354187012,16.903814315795902,11.893311500549315,9.878193855285645,14.753807067871096,8.123177528381348,2.437518835067749,0.0,6.669257640838622,7.063650608062744,0.06604260206222534,4.7352471351623535,5.394773483276367,21.01163482666016,11.870007514953613,6.022117137908936
3,566.0,9.561408996582033,4.97315788269043,1.3788692951202393,13.078121185302734,10.063977241516113,9.683818817138672,12.992796897888185,0.0,12.224725723266602,3.2542967796325684,3.176454782485962,0.0,17.349084854125973,12.222663879394533,20.2968807220459,14.821894645690918,15.177043914794922,13.503803253173828,0.8763410449028015,13.8851957321167
4,567.0,7.348139762878418,13.001895904541016,0.0,0.0,3.762185096740722,11.264575004577635,14.343721389770508,4.63679838180542,10.546987533569336,12.618249893188475,2.016532182693481,0.0,4.527964115142822,15.61582851409912,11.820220947265625,0.0,2.6020374298095703,13.1607666015625,9.169041633605957,11.31715488433838
5,568.0,5.707710266113281,12.925623893737793,3.8436870574951167,10.600544929504396,8.571724891662598,18.422344207763672,14.89822483062744,6.5607032775878915,11.50028133392334,5.893913269042969,8.66336727142334,0.0,9.721805572509766,8.360122680664062,27.970073699951172,13.762090682983398,31.753215789794922,13.057071685791016,13.598872184753418,7.270412921905518
6,569.0,5.167464256286621,6.526161670684815,0.2242424488067627,0.4911293983459473,10.857582092285156,4.962424755096436,3.639050960540772,2.4306535720825195,3.308650016784668,3.624799251556397,1.1796181201934814,0.0,0.6348797082901001,0.0,11.305395126342773,4.886039733886719,3.339881181716919,4.528474807739258,6.507739067077638,1.7430344820022583
7,570.0,13.172589302062988,7.848711490631103,7.431228160858153,9.12478256225586,17.460166931152347,11.323634147644045,23.38942146301269,16.205816268920902,7.011632442474365,5.342878818511963,6.050748825073242,0.0,14.294425964355467,1.9579324722290041,22.98098182678223,11.724406242370605,11.76602554321289,12.154990196228027,32.320755004882805,6.5750837326049805
8,571.0,7.8239378929138175,6.126983165740968,6.2351813316345215,0.0,4.919818878173828,5.580409049987793,3.959464311599731,7.53411865234375,13.578635215759276,0.0,7.222840309143066,0.0,0.0,5.809072494506836,12.713455200195312,8.786836624145508,6.734299182891847,3.3783597946166988,7.654797554016112,0.0
9,572.0,10.487360954284668,12.700997352600098,9.193414688110352,22.85051918029785,24.69253921508789,9.387874603271484,21.60846519470215,16.031021118164062,18.455263137817386,0.3317005634307861,14.717599868774414,0.0,11.885931015014648,17.36772346496582,9.006711959838867,18.07668876647949,12.269598960876465,8.266100883483888,11.849905014038086,8.587033271789549
