,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,10.985913276672363,9.678346633911133,14.907182693481445,14.845022201538086,10.960436820983887,5.150476932525635,11.811144828796387,6.048089981079102,11.372176170349121,0.0,8.686182022094727,0.0,9.378018379211426,5.308452606201172,3.24920392036438,13.495335578918457,6.031682014465332,7.863544464111328,11.348776817321777,2.9975528717041016
1,8.362923622131348,5.778754711151123,7.665767192840576,5.9467668533325195,7.181905746459961,6.077285289764404,10.536498069763184,4.42116117477417,17.22247314453125,0.0,3.975008249282837,0.0,6.145823001861572,9.376049041748047,5.285714626312256,11.80596923828125,3.1654183864593506,8.480424880981445,9.769698143005371,4.507107734680176
2,3.8543331623077393,10.711373329162598,6.477075099945068,5.998068332672119,7.156135559082031,9.92640495300293,14.534417152404785,9.774565696716309,19.71896743774414,4.070041179656982,10.687108039855957,0.0,6.618297576904297,16.110881805419922,6.328209400177002,8.321578025817871,7.346198081970215,7.433380126953125,7.620692729949951,6.908628940582275
3,3.8841395378112793,6.742068767547607,0.7742949724197388,7.968762397766113,11.880528450012207,12.839302062988281,9.753251075744629,3.045269250869751,9.12948226928711,5.357520580291748,2.5944879055023193,0.0,4.392658710479736,6.3515543937683105,4.309079647064209,6.228436470031738,9.567364692687988,13.148940086364746,3.3727619647979736,4.515739917755127
4,6.454381942749023,12.097105026245117,8.869148254394531,6.213890552520752,14.870970726013184,17.368267059326172,20.287389755249023,6.623291492462158,19.181781768798828,2.3973774909973145,0.05699637904763222,0.0,7.345019340515137,2.414006233215332,22.18014907836914,18.234020233154297,13.86343002319336,13.407488822937012,13.262423515319824,3.9843437671661377
5,15.5901517868042,16.502384185791016,1.63632333278656,1.2024163007736206,21.715848922729492,18.853872299194336,27.08664321899414,15.311899185180664,21.630069732666016,10.912294387817383,5.369047164916992,0.0,16.89418601989746,17.93918800354004,31.974706649780273,13.903167724609375,5.970444679260254,20.97532081604004,17.087217330932617,13.322464942932129
6,9.920504570007324,12.38038444519043,4.60121488571167,4.866839408874512,14.488844871520996,12.152853012084961,18.889541625976562,10.527103424072266,16.123971939086914,6.6790313720703125,7.12571382522583,0.0,0.0,13.617167472839355,19.366029739379883,15.364377975463867,18.48233985900879,10.529437065124512,14.479172706604004,2.451737642288208
7,9.893099784851074,10.740242958068848,4.184321403503418,7.557171821594238,19.533145904541016,6.824288368225098,14.466368675231934,6.663857936859131,13.95492172241211,0.0,4.895430564880371,0.0,7.934038162231445,2.957047462463379,22.354713439941406,14.650853157043457,7.567820072174072,7.899633407592773,4.662948131561279,5.383930683135986
8,24.883081436157227,3.570675849914551,0.6138792037963867,14.620553016662598,26.454570770263672,12.928135871887207,24.59868812561035,15.698016166687012,15.565704345703125,4.045340061187744,8.120321273803711,0.0,19.610332489013672,22.02662467956543,18.005430221557617,20.963298797607422,3.567127227783203,24.099586486816406,23.99680519104004,13.077375411987305
9,9.859455108642578,1.0042835474014282,7.441976547241211,5.282251834869385,8.004250526428223,16.407926559448242,13.86618709564209,12.774559020996094,20.70895767211914,1.2850581407546997,6.646191120147705,0.0,9.48629379272461,10.576376914978027,6.4356889724731445,12.046586036682129,7.940858364105225,20.04484748840332,21.954898834228516,3.2754061222076416
