,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54
0,0.06716432255196025,3.2457406047177173,0.0,0.6611540407756245,0.0,-0.9270802692543434,-1.4170994135442427,-1.998711817409049,0.0,-0.24587353634926146,0.0,0.8895796117220023,1.6839703683324991,0.0,1.307941400761603,0.0,-2.5152960937659508,-1.1581355039645302,-0.951248200402155,0.0,-1.446280134082567,0.0,0.4266812944707432,2.7420604620168376,0.0,0.4611905501473501,0.0,-2.593819888793547,-0.9753450297699473,-0.7948176026603804,0.0,-1.2848644859332126,0.0,0.9450678885614572,2.0321181186368165,0.0,0.6627396002288677,-0.40666659167207797,-3.196858358469523,-0.6510428150500402,-0.21160284134635887,0.0,-2.1985712925398637,0.0,0.9450768212062144,2.032127334246958,0.0,0.6627370803329313,-0.406666216893381,-3.1968526553461274,-0.6510371741667242,-0.2116103435874095,0.0,-2.1986040077083047,0.0
1,0.8138940276604778,1.5568605987222206,0.0,0.49277775523401957,0.0,-3.8410085347992506,-0.2512676500397326,-0.609363080640879,0.0,-1.7158242513652944,0.0,0.0,0.723397133078052,0.6519367750666305,-0.7620889979803813,-0.07527309870134502,-3.605026047503568,0.0,-0.2860572221683455,-0.41077878351885033,-0.9246350302013262,0.0,0.570108464427932,1.383010685065944,0.0,-0.5643261209963946,-0.7855251774919303,-3.021362016378948,0.0,-0.2567752588855221,-0.3231590290628361,-1.07549740059385,0.0,0.2667978697612483,0.4221629205859223,0.4678787042161403,-1.965112328410168,-0.0862629873541465,-2.645797882852552,0.0,-0.7414677366975653,-0.43879385222203027,0.21350761380043437,0.0,0.2667966246825415,0.4221730043798111,0.46787059635136075,-1.9651166870820802,-0.08624671096617575,-2.6458043305360057,0.0,-0.7414673232855051,-0.43882423572370044,0.2135230178449632,0.0
2,0.0,0.6639277558503132,0.0,-0.9126854078764346,-1.4599673658500123,-1.9887996926864382,0.0,-1.039673403356467,-0.0020789027684209316,-0.3102106611988731,0.0,0.0,1.3114377836675573,0.0,-2.268437803857637,-1.6721731100918014,-0.6966398859342249,0.0,-1.5724059609812713,0.0,0.3535915655012545,0.0,0.0,0.4626524779961727,0.0,-2.5074664093488686,-1.1688769403676247,-0.7017471530722297,0.0,-1.500943921768183,0.0,0.04988225074500363,0.0,0.0,0.8844903334312093,-0.851519823657032,-2.744067511074544,-1.1127995349638375,0.02026474561489522,0.0,-1.6891268715128582,0.0,1.0754182754695307,0.0,0.0,0.8844874068782538,-0.8515186518591733,-2.7440625525319895,-1.1127930202515124,0.020256809584839885,0.0,-1.68915015243698,0.0,1.0754307591771095,0.0
3,-0.0895365075097132,0.642861675148243,-0.21120555967941712,-3.5287871304275242,-0.6613749326575658,-0.4034665140507876,0.0,-1.4703458157708127,0.0,2.3742935512552243,0.0,0.7392690726391926,-0.7606166541131998,-0.16388237628550684,-3.5551402731718973,0.0,-0.23948732402025996,-0.5025989343653059,-0.639177460079754,0.0,1.9350394109370228,0.0,0.0,-0.38134527052067213,-1.175661001409889,-2.865974555855111,0.0,-0.062403630631990836,-0.7230964526459438,-0.7575721430457705,0.0,-4.741057801582382,0.0,0.6303186621563484,-1.9760646072541022,-0.24916849079792414,-2.5818501349331946,0.0,-0.6624066184562238,-0.6101540162966934,0.5858606261116783,0.0,-4.05231609868224,0.0,0.6303114255676867,-1.976069045870954,-0.24915303669601485,-2.5818562561822134,0.0,-0.6624057510457249,-0.6101855998870143,0.5858782658211048,0.0,-4.052326515897775,0.0
4,0.0,-0.9891394783663188,-1.3338483685474856,-2.0757686247597107,0.0,-1.0498593358128971,0.0,0.5597777765861345,0.41374752438958495,-5.816457281231457,0.0,0.0,-2.443608345917081,-1.3805635587394782,-0.859013428035027,0.0,-1.5884763986959705,0.0,1.0529823715918596,0.33452653249037567,-6.3523238360923,0.0,0.0,-2.976653016162434,-0.33714874555750285,-1.1425672959405553,0.0,-1.5285934747109486,0.0,-0.8880879509833406,-2.996269944628338,-4.037193477304779,0.0,-0.3069345883331742,-3.361709294141235,-0.5518315232492021,-0.27100853596317975,0.0,-1.7196993036991515,0.0,0.20987390538644846,-2.5872177267554086,-5.391421342750835,0.0,-0.3069310427891381,-3.3617067494092545,-0.5518225063597448,-0.2710178188661594,0.0,-1.7197230677712838,0.0,0.20988237116306152,-2.587221141713858,-5.391428861509251,0.0
5,0.0,-4.016211112350021,0.0,-0.7444974730770326,0.0,-1.4901722804245843,0.0,1.2242620731283793,-4.276163147883061,-2.938086604935819,0.0,0.0,-3.6782145007807188,0.0,-0.4961299537011854,0.0,-0.9011424830264403,0.0,0.741013320854389,-4.529912338697528,-2.232642313006572,0.0,-0.9763545528142181,-2.9849907499530204,0.0,-0.16930523115963325,-0.5133480207491381,-0.8690397280297191,0.0,-5.3729448545190905,-1.8296540631142832,0.9122545128623649,0.0,0.0,-2.7318441262992543,0.0,-0.8205721549852996,-0.31157518217126423,0.43890919108475757,0.0,-5.008285735895601,-2.5999768756609143,-0.3692154278370552,0.0,0.0,-2.731842454216249,0.0,-0.8205697358254938,-0.3116100819502421,0.43892848107400795,0.0,-5.0082975019025255,-2.599977097928541,-0.3692044844432196,0.0
6,-1.4189334127246767,-2.049424680416845,0.0,-1.0562882333014834,0.0,0.5233408194638578,0.49584004737583953,-6.7356767349394,0.0,-1.6672925286109752,0.0,-1.3791246420861825,-0.8643756567145999,0.0,-1.5932995559754026,0.0,1.0590132120073648,0.32989721780296577,-6.8420396991907495,0.0,-1.6640911166293293,0.0,-0.1351800683980109,-1.2425647064449485,0.0,-1.5272855559061327,0.0,-0.9920435869755551,-2.7811068297876496,-3.3714889980570817,0.0,-1.8402277169271564,0.0,-0.4716744246453075,-0.3128926628849449,0.0,-1.7251116737975636,0.0,0.16874273893279224,-2.5108465609141817,-5.160191504720935,0.0,-2.5210622174762776,0.0,-0.4716652222624518,-0.31290201520617344,0.0,-1.7251353972485006,0.0,0.1687511474087522,-2.510849667008763,-5.160192546425346,0.0,-2.5210415008608322,0.0
7,0.0,-0.7481310786194406,0.0,-1.4975274117690063,0.0,1.2296394189385218,-4.296249219667825,-3.3630484079544054,0.0,-3.2570183418457077,0.0,0.0,-0.4992163461435162,0.0,-0.9067879943986945,0.0,0.7410775338417608,-4.549486269739589,-2.8465061792474877,0.0,-3.0052191927873118,0.0,0.0,-0.18832044558232397,-0.47880411743230766,-0.891116580727136,0.0,-5.416014550415937,-1.7984016874337705,0.25992477361302946,-1.326977296247378,-2.3564507905757814,0.0,0.0,-0.8617924663195886,-0.23773461656722006,0.4032038272861804,0.0,-5.070678375804594,-2.5324108485951236,-1.4100893637097656,-0.7950959422210246,-0.5866751688274441,0.0,0.0,-0.8617891648468046,-0.23777127869601955,0.40322398303391793,0.0,-5.070689019183128,-2.5324126159236293,-1.4100777908519824,-0.7950808376479657,-0.5866776779886784,0.0
8,0.0,-1.0249945145090145,-0.06501312296371964,0.4929814645016073,0.6229934304850637,-6.782239592578687,-0.04896746521829698,-2.4853526208345578,-1.1431634588896955,1.5247361062768583,0.0,0.0,-1.5989266719269146,0.0,0.9722176074878242,0.5117681208587577,-6.957069463815735,0.0,-2.3349909634013954,-1.0695275997075981,0.8631020446927984,0.0,0.0,-1.52846142979417,0.0,-0.9638069148352635,-2.8421644262266454,-3.3444139310953247,0.0,-2.689652245203078,0.0,0.3253442976931531,0.0,0.0,-1.722433365250886,0.0,0.20562201043867745,-2.5821155213181513,-5.113602407654838,0.0,-2.301701370538911,0.0,1.4447562306198591,0.0,0.0,-1.722456913849335,0.0,0.20563081531097538,-2.58211927600156,-5.113602574303133,0.0,-2.3016816505422533,0.0,1.4447823261616755,0.0
9,0.0,-1.4909451848903466,0.0,1.0509731696475733,-3.9232882020507454,-3.5279401370219787,0.0,-2.046790944561394,0.0,1.3220370614895671,0.0,0.0,-0.9056067288894631,0.0,0.6224650609764737,-4.3028273993668265,-2.9655480512833066,0.0,-2.230393660873098,0.0,0.5496748474391744,0.0,-0.20781965813547743,-1.0255551734427826,0.0,-5.554111878942791,-1.504879997521602,-0.03396354271600899,-1.0301977777727345,-1.9092165465043998,0.0,-0.9187919685453849,0.0,-0.1725132619579739,0.3707904338694057,0.0,-5.1092124037884545,-2.465092964730875,-1.4822177521006452,-0.7241325354144124,-0.004992656479441138,0.0,-2.5630843880012577,0.0,-0.17254310427006203,0.3708071775481159,0.0,-5.1092267524475155,-2.465087494586715,-1.4822136285054022,-0.7241099299812426,-0.0049851412255108585,0.0,-2.563138623054506,0.0
