,0,1,2,3,4,5,6,7,8,9
0,-5.331828484848415,3.3405919629356675,-14.063649242424106,3.4630457916009156,-14.131803333333153,3.3242517179043434,-20.824221212121188,3.723633096614135,-18.426274090908805,3.294859277901022
1,-22.125781363636463,3.6441414693921663,-28.29848606060608,3.7636968059063753,-28.127263787878576,3.6478589658953817,-31.44088742424259,3.891877920505146,-27.820449696969547,3.443730067602529
2,-33.69546999999983,3.9536013328808104,-34.24697287878786,3.981327808100241,-33.7424212121212,3.9247238758934433,-32.915129999999806,3.9706144274231723,-29.124965606060016,3.513400695718898
3,-31.522739696969495,3.9073423199339476,-28.598485909091096,3.8091279260533337,-36.478773787878254,5.049212979162925,-30.616661515151407,4.507382926833985,-27.09120984848454,3.9883628038904004
4,-31.883331363636387,4.825924662413778,-30.922720454545356,5.006030577313951,-40.04089121212104,6.253929480372617,-37.22425727272707,6.018758512318833,-32.93794969697018,5.325703275850654
5,-35.13029090909072,5.724979305417308,-33.0318107575755,5.403485048139486,-43.54242075757554,6.366018135187698,-39.180321060605934,6.108136769742134,-34.66879666666671,5.404788233465646
6,-36.80756878787918,5.949398397409109,-32.83788272727293,5.67546341912519,-45.53939878787844,6.484148228151953,-41.763664090909174,6.737049420302394,-36.954595151515264,5.961276631884005
7,-38.47422893939381,6.4172833697592,-36.83636469696978,6.282653376080816,-51.36210939393948,6.854436344744203,-49.12730393939427,6.998481641917587,-43.470266515151366,6.192600339105574
8,-43.412120303030406,6.4777626841692255,-44.57878318181798,6.555129421862529,-59.78485151515173,6.930621506114064,-60.084866969696975,7.071198620456295,-53.165996666666615,6.25693742803417
9,-55.82574803030326,6.445828606854358,-57.99999333333318,6.6482600363497415,-58.07274303030283,6.991490077597243,-61.834851515151286,7.191005414412003,-54.71446136363653,6.362952565261749
10,-54.08180666666681,6.624012363596371,-51.43635606060599,6.294420184813762,-46.77576166666654,6.343338108964765,-49.48484030303007,6.560155829283802,-43.78649590909106,5.8047407813062275
11,-45.53332924242426,6.132732836926128,-43.40605530303009,5.9164429789908874,-38.25606742424242,5.52973636682906,-38.69997727272704,6.032489234441672,-34.24350939393946,5.337839597459387
12,-34.0712207575757,5.6665259817782365,-30.890907727272747,5.402132820188237,-21.400006515151517,4.676173148868454,-19.362108939394034,5.05277242259769,-17.132441666666693,4.47094014190174
13,-16.965154393939486,4.918005118622433,-14.656055454545651,4.602156528401645,-5.15758484848476,3.0937957931585576,-5.174241818181713,3.345876693304047,-4.5783136363641574,2.960595258874264
14,-5.857573030303342,2.7340915846172313,-0.8530148484851452,2.1227061319593785,0.22423818181863453,2.775661642783598,2.3757683333332125,2.519997471339386,2.102228333332903,2.229824860696704
15,-2.1227230303031774,2.347961423652334,3.362132878787918,1.8953891667423421,6.540913484848545,2.7550196758042085,9.08788787878791,2.5730213106989184,8.04150151515131,2.2767438275078393
16,5.795449393939407,2.2484216254894336,4.831831818181627,1.8569375784065318,11.68332151515159,2.5446090122995257,10.284849393939055,2.4940717371939116,9.100573181817992,2.206887704792131
17,6.274253939394043,2.2125017511170073,2.293957575757304,1.8316868517825742,7.569688636363594,2.566923005993797,2.2681877272725615,2.4323455689176035,2.006975000000182,2.1522691114372505
18,-2.9105957575760044,2.069640148429032,-7.578774090908951,1.6558889483505583,-4.1484912121208595,2.479849155640514,-5.349985151515,2.400776225614609,-4.733952424242318,2.124334713955423
19,-6.05303409090908,2.0922447632338637,-9.542409848484965,1.6849459024136872,-4.080307878787721,2.455418074587645,-0.5151366666669333,2.409506635729623,-0.4558548484851599,2.132059696230715
20,0.631806818182099,2.141632442175606,-6.675746515151673,1.7749848305284543,-0.7030240909088548,2.3891628667434373,-3.0060560606059994,2.1997096757781476,-2.660002424242407,1.9464121955258389
21,-0.5878904545451746,2.129922028182097,-3.365148939394089,1.8838921908171888,1.61363575757548,2.4963451063045463,3.5060559090908328,2.354692214666568,3.1022337878786743,2.08354821716624
22,2.480291666666403,2.148699823248765,2.5621224242425455,1.8404361519134687,9.21212893939412,2.577249891228502,10.006046363636756,2.261895970533178,8.853807575757457,2.0014332469104827
23,8.48027939393944,1.8583774999754308,7.984841515151402,1.4174095023562414,16.143960151515557,2.237534027115726,15.210574545454563,2.1573532190927565,13.459066060605949,1.908931353070716
24,11.392411969696923,2.0353433233694505,10.66513181818209,1.5541423308824887,17.371229393939416,2.399249445143332,14.162083636363718,1.938850181672788,12.531336818181558,1.7155932069836206
25,13.346970606060893,1.8037552578607747,14.95453742424246,1.899758393819812,18.921229545454423,2.2091122844499993,16.46967242424239,2.0008706832536447,14.573215151515342,1.7704725010035587
26,13.956057121212382,1.9180108946278622,13.243928484848482,1.9565612172985785,17.20455545454513,2.252371461925626,11.446962121212039,1.7819445914880543,10.128924393939371,1.5767692135073437
27,7.7969604545455695,1.7649736098541855,7.681804545454156,1.6604099445055167,10.475770757575447,1.7969699267205568,6.489400757575652,1.4759280492744813,5.742182121212238,1.3059866367570798
28,5.707564696969882,1.5450366275070126,6.857578030302989,1.5636354150665215,7.927269242424018,1.6065998566401865,5.05002257575768,1.2655223592821254,4.703550303030397,1.1249068788971182
29,7.122715303030702,1.486595697316482,6.307579090909599,1.4524687600850514,7.163623030302517,1.453960631130598,3.3863953030302696,1.050890942604789,3.4667001515148854,0.9342946939288499
30,2.716649848484849,0.9676302167522286,4.501516818181699,1.2106941178336053,3.3848389393938305,0.8776164058893774,2.4045590909094017,0.8755405999564418,2.836544090909001,0.8130891114396476
31,3.0333172727270608,1.1446869012197947,1.6802953030301637,1.2707215989991567,3.1939256060601906,0.9374901752090328,3.8136503030304425,0.8952843156263818,4.320422121212459,0.8514284872303337
32,4.322717878787898,1.1706722686140052,4.201513787878639,2.0636295690757844,3.1696904545452753,1.1477013917591463,6.840915909090768,2.112958478982514,7.244875303030369,1.9481813326634687
33,10.486362575757653,2.5984074728980877,13.284840151515311,3.3172304537551414,11.769683333332921,2.773140774952113,14.331812727272961,3.392446993419811,14.124491969697033,3.08316685636554
34,17.69849136363632,3.7185870993408088,23.6727121212121,4.427493263596035,20.312125757575643,3.9779275458690098,24.39694484848502,4.575995021057943,22.768966818181582,4.129252550838124
35,27.954558333333352,4.697981856585502,33.91969212121239,5.335285752175936,29.146976666666546,4.80901185819388,33.87727045454568,5.121050646335446,30.893859848484624,4.605897899365727
